"Reporting.Economy.Code","Product.Sector.Code","Unit.Code","2019.","2020.","2021.","2022.E","2018.","2016.","2017.","2022.","2020.E","2021.E","2019.E","2017.E","2018.E","2016.E","2016.B","2017.B"
"036","AGFO","USM",15847.941607,16125.961763,16880.68057,NA,15367.442283,13434.451664,14825.870157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MA","USM",162320.069729,162478.611727,202060.217787,NA,170982.356355,146030.747817,168018.583207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MACH","USM",21490.755476,23086.254828,29340.135047,NA,22117.025401,20478.515189,22349.24868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MACHPH","USM",9253.914968,9758.509008,11352.742788,NA,8959.518641,8335.952748,8691.761337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MACL","USM",7285.178513,7336.75728,8658.83772,NA,7295.986427,6412.551165,6897.384823,9429.781411,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAIS","USM",1682.123419,1649.625263,3309.715117,NA,2189.645543,1888.455772,2495.48701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMT","USM",88132.049102,85290.699138,106222.452959,NA,93372.631898,77030.747679,93255.262591,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTAU","USM",25864.228893,22939.329268,31675.123876,NA,29192.774381,24943.746387,28685.987021,34237.668714,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTOF","USM",23220.753503,23408.187977,26411.144084,NA,24672.407715,19118.541286,22166.894874,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTOTEP","USM",8985.87903,9531.803662,10940.411302,NA,9821.850945,7586.394287,8932.558035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTOTIC","USM",2521.497896,2197.423002,2557.764739,NA,2611.983674,1016.359066,1909.995174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTOTTL","USM",11713.376577,11678.961313,12912.968043,NA,12238.573096,10515.787933,11324.341665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MAMTTE","USM",32358.02884,29130.495862,39415.378609,NA,35126.186106,30378.986439,40624.691796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MATE","USM",2733.597608,4272.855357,3819.004849,NA,2926.13778,2665.923407,2878.218548,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MI","USM",30712.656687,20685.803896,31531.191936,NA,34713.480141,20531.168134,26845.400828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","MIFU","USM",27862.986395,17230.534421,26857.600159,NA,31280.021461,17533.227847,23651.495752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036","TO","USM",221563.504799,211823.979815,261164.804141,NA,235385.64045,196269.532247,228779.766505,309188.664801,NA,NA,NA,NA,NA,NA,NA,NA
"040","AG","USM",17682.008633,17765.669329,20632.163764,NA,18321.210013,16113.904957,17119.283056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","AGFO","USM",14205.18944,14474.229976,16078.274501,NA,14384.34046,12731.814305,13582.667948,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MA","USM",143897.225515,134428.135919,165256.234314,NA,149194.320399,123808.328256,136632.229091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MACH","USM",24820.459829,24304.850421,31555.378605,NA,25457.029749,21033.114587,23300.541832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MACHPH","USM",11080.599774,10920.373971,14186.809461,NA,10671.473754,9241.117209,10140.18551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MACL","USM",7172.629964,6748.566292,7568.449293,NA,7283.199856,6242.523433,6851.019847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MAIS","USM",4671.075642,4067.640221,6809.919989,NA,5701.889903,4075.345077,4936.787464,NA,NA,NA,NA,NA,NA,NA,NA,NA
"040","MAMT","USM",68752.163347,62263.967907,75042.09432,NA,70935.437682,58386.657136,65368.171429,NA,NA,NA,NA,NA,NA,NA,NA,NA
